Time(s),GPU_Mem(MB),GPU_Util(%),CPU_Util(%),RAM_Util(%),GPU_Power(W),GPU_Temp(C)
28.64,38692.62,100,3.6,7.7,298.90,63
29.14,38692.62,100,3.3,7.7,298.99,64
29.64,38692.62,99,4.2,7.7,297.15,61
30.15,38692.62,0,1.8,7.7,208.62,60
30.65,38692.62,0,2.5,7.7,117.15,59
31.15,38692.62,0,4.1,7.7,101.17,59
31.65,38692.62,0,3.6,7.7,94.75,58
32.15,38692.62,0,4.7,7.7,94.75,58
32.65,38692.62,0,4.2,7.7,89.49,58
33.16,38692.62,0,3.6,7.7,89.49,58
33.66,38692.62,0,3.6,7.7,84.29,57
34.16,38692.62,0,4.5,7.7,84.29,57
34.66,38692.62,0,4.1,7.7,84.29,57
35.16,38692.62,0,2.2,7.7,84.03,57
35.67,38692.62,0,3.5,7.7,96.58,62
36.17,38692.62,93,5.1,7.7,178.11,62
36.67,38692.62,100,3.8,7.7,301.44,62
37.17,38692.62,100,4.9,7.7,298.05,63
37.68,38692.62,100,5.1,7.7,298.73,63
38.18,38692.62,100,5.2,7.7,298.76,63
38.68,38692.62,100,4.9,7.7,298.61,63
39.18,38692.62,100,5.0,7.7,298.53,64
39.68,38692.62,100,4.9,7.7,298.29,64
40.18,38692.62,100,5.0,7.7,299.51,64
40.69,38692.62,100,5.1,7.7,299.33,64
41.19,38692.62,100,3.8,7.7,298.32,64
41.69,38692.62,100,3.4,7.7,298.95,64
42.19,38692.62,100,3.4,7.7,298.96,64
42.69,38692.62,100,3.3,7.7,298.25,65
43.20,38692.62,100,3.4,7.7,297.88,65
43.70,38692.62,100,3.3,7.7,299.07,65
44.20,38692.62,100,3.3,7.7,297.75,65
44.70,38692.62,100,3.4,7.7,297.89,65
45.20,38692.62,100,3.4,7.7,298.22,65
45.70,38692.62,100,3.3,7.7,299.04,66
46.21,38692.62,100,3.3,7.7,298.40,66
46.71,38692.62,100,3.3,7.7,298.84,66
47.21,38692.62,100,3.4,7.7,298.93,66
47.71,38692.62,100,3.3,7.7,298.53,66
48.21,38692.62,100,3.3,7.7,298.26,66
48.71,38692.62,100,3.3,7.7,298.29,66
49.22,38692.62,100,3.4,7.7,299.27,66
49.72,38692.62,100,3.4,7.7,298.22,67
50.22,38692.62,100,3.8,7.7,298.88,67
50.72,38692.62,19,4.1,7.7,233.28,63
51.23,38692.62,0,2.2,7.7,161.74,62
51.74,38692.62,0,2.4,7.7,109.67,62
52.24,38692.62,0,2.5,7.7,109.67,61
52.74,38692.62,0,1.9,7.7,98.25,61
53.24,38692.62,0,2.0,7.7,98.25,61
53.75,38692.62,84,2.5,7.7,101.27,65
54.25,38692.62,100,5.2,7.7,159.16,66
54.75,38692.62,100,3.3,7.7,298.58,66
55.25,38692.62,100,5.0,7.7,298.40,66
55.76,38692.62,100,3.7,7.7,299.07,66
56.26,38692.62,100,3.4,7.7,298.68,66
56.76,38692.62,100,3.5,7.7,297.74,66
57.26,38692.62,100,3.5,7.7,299.04,67
57.77,38692.62,100,3.5,7.7,297.99,67
58.27,38692.62,100,3.5,7.7,298.64,67
58.77,38692.62,100,3.3,7.7,298.49,67
59.27,38692.62,100,3.4,7.7,298.73,67
59.77,38692.62,100,3.5,7.7,298.56,67
60.27,38692.62,100,3.4,7.7,299.06,67
60.78,38692.62,100,3.4,7.7,298.87,68
61.28,38692.62,100,3.4,7.7,297.83,68
61.78,38692.62,100,3.3,7.7,298.88,68
62.28,38692.62,100,3.4,7.7,298.12,68
62.78,38692.62,100,3.3,7.7,298.26,68
63.28,38692.62,100,3.5,7.7,298.20,68
63.79,38692.62,100,3.4,7.7,298.67,68
64.29,38692.62,100,3.3,7.7,299.44,68
64.79,38692.62,100,4.7,7.7,298.82,69
65.29,38692.62,100,5.0,7.7,298.09,69
65.79,38692.62,100,4.9,7.7,298.68,69
66.30,38692.62,100,5.1,7.7,299.02,69
66.80,38692.62,100,5.6,7.7,297.78,69
67.31,38692.62,100,4.1,7.7,298.46,69
67.81,38692.62,100,3.4,7.7,297.91,69
68.31,38692.62,100,3.4,7.7,298.25,69
68.81,38692.62,100,4.1,7.7,269.24,66
69.31,38692.62,0,2.2,7.7,183.46,65
69.81,38692.62,0,2.4,7.7,115.69,65
70.32,38692.62,0,2.6,7.7,115.69,65
70.82,38692.62,0,1.9,7.7,103.79,64
71.32,38692.62,0,4.3,7.7,103.79,63
71.82,38692.62,0,2.2,7.7,97.53,63
72.32,38692.62,0,2.1,7.7,97.53,63
72.82,38692.62,0,2.6,7.7,91.16,63
73.33,38692.62,0,3.2,7.7,91.16,62
73.83,38692.62,0,3.3,7.7,90.25,62
74.33,38692.62,0,3.4,7.7,90.25,62
74.83,38692.62,94,6.9,7.7,155.40,67
75.33,38692.62,100,5.1,7.7,202.08,67
75.84,38692.62,100,5.0,7.7,296.89,67
76.34,38692.62,100,3.4,7.7,297.74,67
76.84,38692.62,100,3.4,7.7,298.28,68
77.34,38692.62,100,3.5,7.7,298.64,68
77.84,38692.62,100,3.4,7.7,298.93,68
78.34,38692.62,100,3.3,7.7,298.23,68
78.84,38692.62,100,3.4,7.7,297.93,68
79.35,38692.62,100,3.4,7.7,299.17,68
79.85,38692.62,100,3.4,7.7,298.49,68
80.35,38692.62,100,5.0,7.7,298.32,69
80.85,38692.62,100,7.0,7.7,299.09,69
81.35,38692.62,100,6.9,7.7,298.30,69
81.86,38692.62,100,4.8,7.7,298.87,69
82.36,38692.62,100,3.5,7.7,298.83,69
82.86,38692.62,100,4.1,7.7,298.64,69
83.36,38692.62,100,3.3,7.7,298.63,69
83.87,38692.62,100,3.4,7.7,297.66,69
84.37,38692.62,100,3.6,7.7,299.03,69
84.87,38692.62,100,3.7,7.7,298.00,69
85.37,38692.62,100,3.5,7.7,298.74,70
85.88,38692.62,100,3.5,7.7,297.98,70
86.38,38692.62,100,3.3,7.7,298.39,70
86.88,38692.62,100,3.4,7.7,298.51,70
87.38,38692.62,100,3.4,7.7,297.92,70
87.89,38692.62,100,3.6,7.7,298.82,70
88.39,38692.62,100,2.9,7.7,298.16,70
88.89,38692.62,100,1.9,7.7,298.70,70
89.40,38692.62,100,2.6,7.7,296.37,70
89.90,38692.62,2,1.2,7.7,228.33,66
90.40,38692.62,0,0.7,7.7,143.68,66
90.90,38692.62,0,0.7,7.7,111.82,66
91.40,38692.62,0,0.7,7.7,111.82,65
91.91,38692.62,0,0.4,7.7,107.62,65
92.41,38692.62,0,0.2,7.7,107.62,64
92.91,38692.62,0,0.3,7.7,100.41,64
93.41,38692.62,21,3.0,7.7,122.54,68
93.91,38692.62,100,1.8,7.7,212.39,69
94.42,38692.62,100,1.9,7.7,297.91,69
94.92,38692.62,100,2.1,7.7,297.67,69
95.42,38692.62,100,1.7,7.7,297.38,69
95.92,38692.62,100,1.8,7.7,298.40,70
96.42,38692.62,100,1.9,7.7,298.36,70
96.92,38692.62,100,1.8,7.7,298.52,70
97.43,38692.62,100,1.8,7.7,297.95,70
97.93,38692.62,100,1.9,7.7,298.49,70
98.43,38692.62,100,1.8,7.7,298.35,70
98.93,38692.62,100,2.6,7.7,298.43,70
99.43,38692.62,100,1.7,7.7,298.45,71
99.94,38692.62,100,1.8,7.7,297.85,71
100.44,38692.62,100,1.8,7.7,298.43,71
100.94,38692.62,100,1.9,7.7,297.62,71
101.44,38692.62,100,1.8,7.7,298.40,71
101.94,38692.62,100,1.7,7.7,298.68,71
102.44,38692.62,100,2.1,7.7,298.67,71
102.94,38692.62,100,3.8,7.7,298.06,71
103.45,38692.62,100,5.2,7.7,298.66,72
103.95,38692.62,100,5.0,7.7,298.49,72
104.45,38692.62,100,4.3,7.7,298.44,72
104.96,38692.62,100,3.3,7.7,298.83,72
105.46,38692.62,100,3.4,7.7,298.33,72
105.96,38692.62,100,3.5,7.7,297.82,72
106.46,38692.62,100,3.4,7.7,298.05,72
106.97,38692.62,100,3.3,7.7,297.95,72
107.48,38692.62,100,3.3,7.7,298.79,72
107.98,38692.62,100,3.4,7.7,298.50,72
108.48,38692.62,33,4.0,7.7,273.56,69
108.98,38692.62,0,2.1,7.7,174.54,68
109.49,38692.62,0,2.6,7.7,124.75,68
109.99,38692.62,0,4.1,7.7,124.75,67
110.49,38692.62,0,3.4,7.7,109.89,67
111.00,38692.62,0,3.6,7.7,109.89,67
111.50,38692.62,0,5.6,7.7,102.36,66
112.00,38692.62,0,3.8,7.7,102.36,66
112.50,38692.62,0,3.5,7.7,94.97,66
113.00,38692.62,0,3.8,7.7,94.97,65
113.50,38692.62,0,3.6,7.7,94.22,65
114.01,38692.62,0,3.0,7.7,94.22,65
114.51,38692.62,0,1.9,7.7,93.83,65
115.01,38692.62,0,3.3,7.7,93.83,65
115.51,38692.62,100,5.9,7.7,159.30,69
116.02,38692.62,100,3.4,7.7,198.20,69
116.52,38692.62,100,3.5,7.7,297.42,70
117.02,38692.62,100,3.3,7.7,296.66,70
117.52,38692.62,100,3.4,7.7,298.30,70
118.03,38692.62,100,3.6,7.7,298.84,70
118.53,38692.62,100,3.4,7.7,298.82,71
119.03,38692.62,100,3.5,7.7,298.13,71
119.53,38692.62,100,3.4,7.7,298.44,71
120.04,38692.62,100,3.5,7.7,298.37,71
120.54,38692.62,100,3.3,7.7,298.87,71
121.04,38692.62,100,3.4,7.7,298.43,71
121.54,38692.62,100,3.4,7.7,298.68,71
122.04,38692.62,100,3.3,7.7,298.28,71
122.55,38692.62,100,3.3,7.7,298.14,72
123.05,38692.62,100,3.4,7.7,298.04,72
123.55,38692.62,100,3.4,7.7,298.83,72
124.05,38692.62,100,3.4,7.7,298.22,72
124.56,38692.62,100,3.5,7.7,298.20,72
125.06,38692.62,100,3.5,7.7,298.07,72
125.56,38692.62,100,3.3,7.7,298.57,72
126.07,38692.62,100,3.6,7.7,299.28,72
126.57,38692.62,100,4.8,7.7,297.90,72
127.07,38692.62,100,5.0,7.7,298.84,73
127.57,38692.62,100,5.0,7.7,298.15,73
128.08,38692.62,100,5.0,7.7,298.49,73
128.58,38692.62,100,4.9,7.7,298.40,73
129.08,38692.62,100,4.7,7.7,298.33,73
129.59,38692.62,100,3.3,7.7,298.39,73
130.09,38692.62,100,3.2,7.7,298.69,73
130.59,38692.62,2,4.0,7.7,249.96,69
131.09,38692.62,0,2.2,7.7,167.45,69
131.59,38692.62,0,2.7,7.7,118.95,68
132.09,38692.62,0,2.5,7.7,118.95,68
132.60,38692.62,0,2.1,7.7,111.85,67
133.10,38692.62,0,1.8,7.7,111.85,67
133.60,38692.62,95,5.2,7.7,152.55,72
134.10,38692.62,100,4.1,7.7,197.03,72
134.60,38692.62,100,4.9,7.7,297.30,72
135.10,38692.62,100,5.1,7.7,297.73,72
135.61,38692.62,100,4.9,7.7,297.69,72
136.11,38692.62,100,5.0,7.7,298.91,72
136.61,38692.62,100,4.5,7.7,299.19,73
137.11,38692.62,100,3.3,7.7,298.61,73
137.61,38692.62,100,3.5,7.7,299.02,73
138.11,38692.62,100,3.4,7.7,298.51,73
138.62,38692.62,100,3.4,7.7,298.44,73
139.12,38692.62,100,3.4,7.7,297.85,73
139.62,38692.62,100,3.4,7.7,297.98,73
140.12,38692.62,100,3.5,7.7,297.82,73
140.62,38692.62,100,7.4,7.7,298.29,73
141.12,38692.62,100,7.3,7.7,298.17,73
141.63,38692.62,100,5.9,7.7,298.19,73
142.13,38692.62,100,3.2,7.7,298.51,74
142.63,38692.62,100,3.4,7.7,298.40,74
143.13,38692.62,100,3.4,7.7,298.54,74
143.63,38692.62,100,3.4,7.7,298.76,74
144.13,38692.62,100,3.4,7.7,298.15,74
144.64,38692.62,100,3.5,7.7,298.18,74
145.14,38692.62,100,5.1,7.7,298.76,74
145.64,38692.62,100,3.4,7.7,298.45,74
146.14,38692.62,100,3.5,7.7,298.93,74
146.64,38692.62,100,3.3,7.7,297.45,74
147.15,38692.62,100,3.6,7.7,298.84,74
147.65,38692.62,100,4.3,7.7,298.56,74
148.15,38692.62,100,3.4,7.7,298.36,74
148.65,38692.62,25,4.2,7.7,256.42,71
149.15,38692.62,0,2.0,7.7,173.56,70
149.66,38692.62,0,2.2,7.7,124.95,70
150.16,38692.62,0,2.7,7.7,124.95,69
150.66,38692.62,0,2.0,7.7,111.35,69
151.16,38692.62,0,4.0,7.7,111.35,68
151.66,38692.62,0,2.2,7.7,103.56,68
152.16,38692.62,0,2.6,7.7,103.56,68
152.67,38692.62,0,2.3,7.7,96.05,67
153.17,38692.62,0,2.4,7.7,96.05,67
153.67,38692.62,0,1.8,7.7,95.48,67
154.17,38692.62,0,2.7,7.7,119.70,71
154.68,38692.62,100,3.7,7.7,215.30,71
155.18,38692.62,100,2.0,7.7,298.85,72
155.68,38692.62,100,1.7,7.7,299.20,72
156.18,38692.62,100,1.9,7.7,297.94,72
156.69,38692.62,100,1.8,7.7,298.61,72
157.19,38692.62,100,1.9,7.7,299.06,72
157.69,38692.62,100,1.9,7.7,297.86,73
158.20,38692.62,100,3.4,7.7,298.48,73
158.70,38692.62,100,1.9,7.7,298.70,73
159.20,38692.62,100,1.9,7.7,298.81,73
159.70,38692.62,100,1.7,7.7,298.80,73
160.21,38692.62,100,1.8,7.7,297.96,73
160.71,38692.62,100,1.9,7.7,298.36,73
161.21,38692.62,100,1.9,7.7,298.80,74
161.71,38692.62,100,1.8,7.7,298.84,74
162.22,38692.62,100,3.1,7.7,298.93,74
162.72,38692.62,100,3.7,7.7,298.71,74
163.22,38692.62,100,3.4,7.7,299.13,74
163.72,38692.62,100,4.1,7.7,298.51,74
164.22,38692.62,100,5.3,7.7,297.95,74
164.72,38692.62,100,4.9,7.7,298.12,74
165.23,38692.62,100,4.9,7.7,298.41,74
165.73,38692.62,100,5.0,7.7,298.17,75
166.23,38692.62,100,5.2,7.7,298.32,74
166.73,38692.62,100,3.5,7.7,298.57,75
167.23,38692.62,99,4.5,7.7,297.25,72
167.73,38692.62,0,1.8,7.7,221.28,71
168.24,38692.62,0,2.6,7.7,139.38,70
168.74,38692.62,0,2.3,7.7,123.72,70
169.24,38692.62,0,2.4,7.7,111.22,69
169.74,38692.62,0,3.6,7.7,111.22,68
170.24,38692.62,0,3.6,7.7,103.56,68
170.75,38692.62,0,3.5,7.7,103.56,68
171.25,38692.62,71,5.6,7.7,121.90,72
171.75,38692.62,98,5.1,7.7,198.49,72
172.25,38692.62,100,4.9,7.7,298.90,73
172.75,38692.62,100,5.0,7.7,298.35,73
173.25,38692.62,100,5.0,7.7,299.12,73
173.76,38692.62,100,5.2,7.7,298.65,73
174.26,38692.62,100,3.5,7.7,298.83,73
174.76,38692.62,100,3.4,7.7,298.16,74
175.26,38692.62,100,4.7,7.7,298.62,73
175.76,38692.62,100,3.7,7.7,299.06,74
176.26,38692.62,100,3.4,7.7,297.24,74
176.77,38692.62,100,3.6,7.7,298.75,74
177.27,38692.62,100,3.5,7.7,298.33,74
177.77,38692.62,100,3.6,7.7,297.85,74
178.27,38692.62,100,3.6,7.7,298.30,74
178.78,38692.62,100,3.4,7.7,298.46,74
179.28,38692.62,100,3.4,7.7,298.36,74
179.78,38692.62,100,4.1,7.7,298.73,74
180.28,38692.62,100,3.4,7.7,298.46,74
180.79,38692.62,100,3.5,7.7,298.71,74
181.29,38692.62,100,3.4,7.7,298.61,74
181.79,38692.62,100,3.4,7.7,298.59,74
182.29,38692.62,100,3.4,7.7,298.41,75
182.79,38692.62,100,3.4,7.7,298.28,75
183.30,38692.62,100,3.5,7.7,298.66,75
183.80,38692.62,100,3.7,7.7,298.58,75
184.30,38692.62,100,5.3,7.7,296.48,72
184.80,38692.62,0,3.6,7.7,200.25,71
185.30,38692.62,0,3.7,7.7,134.54,70
185.80,38692.62,0,3.7,7.7,134.54,70
186.31,38692.62,0,4.2,7.7,115.29,69
186.81,38692.62,0,3.6,7.7,115.29,69
187.31,38692.62,0,4.4,7.7,105.90,68
187.82,38692.62,0,2.1,7.7,105.90,68
188.32,38692.62,0,2.2,7.7,96.59,68
188.82,38692.62,0,2.0,7.7,96.59,68
189.32,38692.62,0,2.0,7.7,96.15,67
189.82,38692.62,0,1.9,7.7,96.15,67
190.32,38692.62,0,1.9,7.7,95.66,67
190.82,38692.62,0,1.8,7.7,95.66,67
191.33,38692.62,0,2.1,7.7,95.28,66
191.83,38692.62,0,1.9,7.7,95.28,66
192.33,38692.62,0,1.9,7.7,94.92,66
192.83,38692.62,0,2.0,7.7,94.92,66
193.34,38692.62,0,1.9,7.7,94.48,66
193.84,38692.62,0,1.9,7.7,94.48,65
194.34,38692.62,0,2.0,7.7,94.10,65
194.84,38692.62,0,1.9,7.7,94.10,65
195.34,38692.62,0,2.0,7.7,93.78,65
195.84,38692.62,0,2.8,7.7,93.78,65
196.35,38692.62,0,1.8,7.7,93.44,65
196.85,38692.62,0,2.0,7.7,93.44,64
197.35,38692.62,0,1.9,7.7,93.09,64
197.85,38692.62,0,2.0,7.7,93.09,64
198.35,38692.62,0,2.0,7.7,92.71,64
198.85,38692.62,0,1.8,7.7,92.71,64
199.36,38692.62,0,2.0,7.7,92.36,64
199.86,38692.62,0,3.0,7.7,92.36,64
200.36,38692.62,0,5.1,7.7,91.67,63
200.86,38692.62,0,7.0,7.7,91.67,63
201.37,38692.62,0,5.9,7.7,90.81,63
201.87,38692.62,0,5.3,7.7,90.81,61
202.37,38692.62,1,1.9,7.7,66.52,61
202.87,38692.62,0,1.9,7.7,66.52,61
203.37,38692.62,0,1.9,7.7,33.52,61
203.88,38692.62,0,1.8,7.7,33.52,61
204.39,38692.62,1,1.7,7.7,24.25,60
204.89,38692.62,0,2.2,7.7,24.25,60
205.39,38692.62,0,1.8,7.7,23.85,60
205.89,38692.62,0,2.8,7.7,23.85,59
206.40,38692.62,0,3.5,7.7,23.49,59
206.91,38692.62,0,3.6,7.7,23.49,59
207.41,38692.62,0,3.6,7.7,23.17,59
207.91,38692.62,0,3.6,7.7,23.17,58
208.42,38692.62,0,3.6,7.7,23.43,58
208.92,38692.62,0,3.6,7.7,23.43,58
209.42,38692.62,0,3.5,7.7,23.68,58
209.92,38692.62,0,2.2,7.7,23.68,58
210.43,38692.62,0,1.9,7.7,23.35,58
210.93,38692.62,0,2.1,7.7,23.35,57
211.43,38692.62,0,1.9,7.7,23.24,57
211.94,38692.62,0,3.7,7.7,23.24,57
212.44,38692.62,0,2.0,7.7,23.06,56
212.95,38692.62,0,1.8,7.7,23.06,56
213.45,38692.62,0,1.8,7.7,22.91,56
213.96,38692.62,0,1.8,7.7,22.91,56
214.46,38692.62,0,1.8,7.7,23.11,56
214.96,38692.62,0,1.9,7.7,23.11,56
215.46,38692.62,0,1.9,7.7,22.85,55
215.97,38692.62,0,1.8,7.7,22.85,55
216.47,38692.62,0,1.8,7.7,22.63,55
216.97,38692.62,0,1.8,7.7,22.63,55
217.48,38692.62,0,1.8,7.7,22.85,55
217.98,38692.62,0,1.9,7.7,22.85,55
218.48,38692.62,0,1.8,7.7,22.74,55
218.98,38692.62,0,1.9,7.7,22.74,54
219.48,38692.62,0,1.9,7.7,22.43,54
219.99,38692.62,0,1.8,7.7,22.43,54
220.50,38692.62,0,1.7,7.7,22.14,53
221.00,38692.62,0,1.7,7.7,22.14,53
221.50,38692.62,1,1.8,7.7,22.23,53
222.01,38692.62,0,1.8,7.7,22.23,53
222.52,38692.62,0,1.9,7.7,22.51,53
223.02,38692.62,0,1.8,7.7,22.51,53
223.52,38692.62,0,1.9,7.7,22.32,53
224.02,38692.62,0,1.8,7.7,22.32,53
224.52,38692.62,0,1.8,7.7,21.95,52
225.03,38692.62,0,1.8,7.7,21.95,52
225.54,38692.62,0,1.8,7.7,21.73,52
226.04,38692.62,0,1.8,7.7,21.73,52
226.54,38692.62,0,1.8,7.7,21.67,52
227.04,38692.62,0,1.9,7.7,21.67,52
227.55,38692.62,0,1.7,7.7,21.36,51
228.05,38692.62,0,2.1,7.7,21.36,51
228.55,38692.62,0,3.1,7.7,21.19,51
229.06,38692.62,0,3.4,7.7,21.19,51
229.57,38692.62,0,3.5,7.7,21.16,51
230.07,38692.62,0,3.4,7.7,21.16,51
230.57,38692.62,0,3.3,7.7,20.92,50
231.07,38692.62,0,3.4,7.7,20.92,50
231.58,38692.62,0,3.0,7.7,21.00,50
232.09,38692.62,0,1.8,7.7,21.00,49
232.59,38692.62,1,1.8,7.7,21.16,49
233.09,38692.62,0,1.8,7.7,21.16,49
233.59,38692.62,0,1.9,7.7,20.94,49
234.10,38692.62,0,1.8,7.7,20.94,49
234.61,38692.62,0,1.9,7.7,20.81,49
235.11,38692.62,0,2.9,7.7,20.81,49
235.61,38692.62,0,2.6,7.7,20.72,48
236.12,38692.62,0,1.8,7.7,20.72,48
236.63,38692.62,0,2.0,7.7,20.77,48
237.13,38692.62,0,1.8,7.7,20.77,48
237.64,38692.62,0,2.0,7.7,21.01,48
238.14,38692.62,0,1.9,7.7,21.01,48
238.64,38692.62,0,2.0,7.7,20.88,48
239.14,38692.62,0,1.8,7.7,20.88,47
239.64,38692.62,0,1.8,7.7,20.62,47
240.15,38692.62,0,1.9,7.7,20.62,47
240.66,38692.62,0,1.7,7.7,20.25,47
241.16,38692.62,0,1.8,7.7,20.25,47
241.66,38692.62,0,1.7,7.7,20.15,47
242.17,38692.62,0,1.7,7.7,20.15,47
242.67,38692.62,0,1.9,7.7,20.26,47
243.17,38692.62,0,0.3,7.7,20.26,47
243.68,38692.62,0,0.3,7.7,20.13,46
244.18,38692.62,0,0.2,7.7,20.39,46
244.69,38692.62,0,1.2,7.7,20.39,46
245.19,38692.62,0,0.3,7.7,20.57,46
245.69,38692.62,0,0.2,7.7,20.57,46
246.19,38692.62,0,0.2,7.7,20.44,46
246.69,38692.62,0,0.3,7.7,20.44,45
247.20,38692.62,0,0.3,7.7,20.51,45
247.71,38692.62,0,0.4,7.7,20.51,45
248.21,38692.62,0,0.3,7.7,20.51,45
248.71,38692.62,0,0.3,7.7,20.48,45
249.22,38692.62,0,0.3,7.7,20.48,45
249.73,38692.62,0,0.3,7.7,20.16,45
250.23,38692.62,0,0.4,7.7,20.09,45
